type,metric_index,metric,run,answer
oneshot,2,Original position of the ball's center at t=0 in pixel,46,200.0
oneshot,2,Original position of the ball's center at t=0 in pixel,47,200.0
oneshot,2,Original position of the ball's center at t=0 in pixel,48,100.0
oneshot,2,Original position of the ball's center at t=0 in pixel,49,200.0
oneshot,2,Original position of the ball's center at t=0 in pixel,50,100.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,1,30.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,2,10.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,3,20.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,4,30.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,5,25.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,6,6.8
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,7,20.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,8,10.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,9,30.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,10,3.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,11,12.6
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,12,20.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,13,30.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,14,10.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,15,12.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,16,20.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,17,10.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,18,2.8
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,19,12.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,20,50.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,21,20.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,22,50.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,23,10.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,24,10.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,25,10.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,26,10.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,27,12.3
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,28,12.5
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,29,30.4
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,30,5.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,31,40.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,32,5.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,33,25.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,34,12.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,35,10.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,36,30.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,37,6.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,38,2.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,39,6.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,40,12.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,41,6.5
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,42,15.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,43,8.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,44,20.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,45,8.4
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,46,10.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,47,10.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,48,10.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,49,20.0
oneshot,3,Change of pixels of the ball moved between t=0 s and t=0.2 s,50,20.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,1,35.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,2,20.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,3,25.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,4,35.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,5,22.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,6,9.4
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,7,22.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,8,8.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,9,45.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,10,3.5
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,11,15.9
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,12,25.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,13,28.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,14,12.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,15,10.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,16,25.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,17,12.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,18,3.1
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,19,10.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,20,55.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,21,22.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,22,70.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,23,15.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,24,20.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,25,15.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,26,12.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,27,15.6
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,28,15.3
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,29,25.7
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,30,5.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,31,45.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,32,7.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,33,30.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,34,8.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,35,20.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,36,35.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,37,8.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,38,3.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,39,6.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,40,15.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,41,7.8
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,42,20.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,43,10.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,44,25.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,45,9.1
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,46,20.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,47,15.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,48,15.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,49,22.0
oneshot,4,Change of pixels of the ball moved between t=0.2 and t=0.4 s,50,22.0
oneshot,5,Velocity at t=0.2 s (pixel/s),1,150.0
oneshot,5,Velocity at t=0.2 s (pixel/s),2,50.0
oneshot,5,Velocity at t=0.2 s (pixel/s),3,100.0
oneshot,5,Velocity at t=0.2 s (pixel/s),4,150.0
oneshot,5,Velocity at t=0.2 s (pixel/s),5,125.0
oneshot,5,Velocity at t=0.2 s (pixel/s),6,34.0
oneshot,5,Velocity at t=0.2 s (pixel/s),7,100.0
oneshot,5,Velocity at t=0.2 s (pixel/s),8,50.0
oneshot,5,Velocity at t=0.2 s (pixel/s),9,150.0
oneshot,5,Velocity at t=0.2 s (pixel/s),10,15.0
oneshot,5,Velocity at t=0.2 s (pixel/s),11,63.0
oneshot,5,Velocity at t=0.2 s (pixel/s),12,100.0
oneshot,5,Velocity at t=0.2 s (pixel/s),13,150.0
oneshot,5,Velocity at t=0.2 s (pixel/s),14,50.0
oneshot,5,Velocity at t=0.2 s (pixel/s),15,60.0
oneshot,5,Velocity at t=0.2 s (pixel/s),16,100.0
oneshot,5,Velocity at t=0.2 s (pixel/s),17,50.0
oneshot,5,Velocity at t=0.2 s (pixel/s),18,14.0
oneshot,5,Velocity at t=0.2 s (pixel/s),19,60.0
oneshot,5,Velocity at t=0.2 s (pixel/s),20,250.0
oneshot,5,Velocity at t=0.2 s (pixel/s),21,100.0
oneshot,5,Velocity at t=0.2 s (pixel/s),22,250.0
oneshot,5,Velocity at t=0.2 s (pixel/s),23,50.0
oneshot,5,Velocity at t=0.2 s (pixel/s),24,50.0
oneshot,5,Velocity at t=0.2 s (pixel/s),25,50.0
oneshot,5,Velocity at t=0.2 s (pixel/s),26,50.0
oneshot,5,Velocity at t=0.2 s (pixel/s),27,61.5
oneshot,5,Velocity at t=0.2 s (pixel/s),28,62.5
oneshot,5,Velocity at t=0.2 s (pixel/s),29,152.0
oneshot,5,Velocity at t=0.2 s (pixel/s),30,25.0
oneshot,5,Velocity at t=0.2 s (pixel/s),31,200.0
oneshot,5,Velocity at t=0.2 s (pixel/s),32,25.0
oneshot,5,Velocity at t=0.2 s (pixel/s),33,125.0
oneshot,5,Velocity at t=0.2 s (pixel/s),34,60.0
oneshot,5,Velocity at t=0.2 s (pixel/s),35,50.0
oneshot,5,Velocity at t=0.2 s (pixel/s),36,150.0
oneshot,5,Velocity at t=0.2 s (pixel/s),37,30.0
oneshot,5,Velocity at t=0.2 s (pixel/s),38,10.0
oneshot,5,Velocity at t=0.2 s (pixel/s),39,30.0
oneshot,5,Velocity at t=0.2 s (pixel/s),40,60.0
oneshot,5,Velocity at t=0.2 s (pixel/s),41,32.5
oneshot,5,Velocity at t=0.2 s (pixel/s),42,75.0
oneshot,5,Velocity at t=0.2 s (pixel/s),43,40.0
oneshot,5,Velocity at t=0.2 s (pixel/s),44,100.0
oneshot,5,Velocity at t=0.2 s (pixel/s),45,42.0
oneshot,5,Velocity at t=0.2 s (pixel/s),46,50.0
oneshot,5,Velocity at t=0.2 s (pixel/s),47,50.0
oneshot,5,Velocity at t=0.2 s (pixel/s),48,50.0
oneshot,5,Velocity at t=0.2 s (pixel/s),49,100.0
oneshot,5,Velocity at t=0.2 s (pixel/s),50,100.0
oneshot,6,Velocity at t=0.4 s (pixel/s),1,175.0
oneshot,6,Velocity at t=0.4 s (pixel/s),2,100.0
oneshot,6,Velocity at t=0.4 s (pixel/s),3,125.0
oneshot,6,Velocity at t=0.4 s (pixel/s),4,175.0
oneshot,6,Velocity at t=0.4 s (pixel/s),5,110.0
oneshot,6,Velocity at t=0.4 s (pixel/s),6,47.0
oneshot,6,Velocity at t=0.4 s (pixel/s),7,110.0
oneshot,6,Velocity at t=0.4 s (pixel/s),8,40.0
oneshot,6,Velocity at t=0.4 s (pixel/s),9,225.0
oneshot,6,Velocity at t=0.4 s (pixel/s),10,17.5
oneshot,6,Velocity at t=0.4 s (pixel/s),11,79.5
oneshot,6,Velocity at t=0.4 s (pixel/s),12,125.0
oneshot,6,Velocity at t=0.4 s (pixel/s),13,140.0
oneshot,6,Velocity at t=0.4 s (pixel/s),14,60.0
oneshot,6,Velocity at t=0.4 s (pixel/s),15,50.0
oneshot,6,Velocity at t=0.4 s (pixel/s),16,125.0
oneshot,6,Velocity at t=0.4 s (pixel/s),17,60.0
oneshot,6,Velocity at t=0.4 s (pixel/s),18,15.5
oneshot,6,Velocity at t=0.4 s (pixel/s),19,50.0
oneshot,6,Velocity at t=0.4 s (pixel/s),20,275.0
oneshot,6,Velocity at t=0.4 s (pixel/s),21,110.0
oneshot,6,Velocity at t=0.4 s (pixel/s),22,350.0
oneshot,6,Velocity at t=0.4 s (pixel/s),23,75.0
oneshot,6,Velocity at t=0.4 s (pixel/s),24,100.0
oneshot,6,Velocity at t=0.4 s (pixel/s),25,75.0
oneshot,6,Velocity at t=0.4 s (pixel/s),26,60.0
oneshot,6,Velocity at t=0.4 s (pixel/s),27,78.0
oneshot,6,Velocity at t=0.4 s (pixel/s),28,76.5
oneshot,6,Velocity at t=0.4 s (pixel/s),29,128.5
oneshot,6,Velocity at t=0.4 s (pixel/s),30,25.0
oneshot,6,Velocity at t=0.4 s (pixel/s),31,225.0
oneshot,6,Velocity at t=0.4 s (pixel/s),32,35.0
oneshot,6,Velocity at t=0.4 s (pixel/s),33,150.0
oneshot,6,Velocity at t=0.4 s (pixel/s),34,40.0
oneshot,6,Velocity at t=0.4 s (pixel/s),35,100.0
oneshot,6,Velocity at t=0.4 s (pixel/s),36,175.0
oneshot,6,Velocity at t=0.4 s (pixel/s),37,40.0
oneshot,6,Velocity at t=0.4 s (pixel/s),38,15.0
oneshot,6,Velocity at t=0.4 s (pixel/s),39,30.0
oneshot,6,Velocity at t=0.4 s (pixel/s),40,75.0
oneshot,6,Velocity at t=0.4 s (pixel/s),41,39.0
oneshot,6,Velocity at t=0.4 s (pixel/s),42,100.0
oneshot,6,Velocity at t=0.4 s (pixel/s),43,50.0
oneshot,6,Velocity at t=0.4 s (pixel/s),44,125.0
oneshot,6,Velocity at t=0.4 s (pixel/s),45,45.5
oneshot,6,Velocity at t=0.4 s (pixel/s),46,100.0
oneshot,6,Velocity at t=0.4 s (pixel/s),47,75.0
oneshot,6,Velocity at t=0.4 s (pixel/s),48,75.0
oneshot,6,Velocity at t=0.4 s (pixel/s),49,110.0
oneshot,6,Velocity at t=0.4 s (pixel/s),50,110.0
oneshot,7,Acceleration of the ball (pixel/s^2),1,125.0
oneshot,7,Acceleration of the ball (pixel/s^2),2,250.0
oneshot,7,Acceleration of the ball (pixel/s^2),3,125.0
oneshot,7,Acceleration of the ball (pixel/s^2),4,125.0
oneshot,7,Acceleration of the ball (pixel/s^2),5,-75.0
oneshot,7,Acceleration of the ball (pixel/s^2),6,65.0
oneshot,7,Acceleration of the ball (pixel/s^2),7,50.0
oneshot,7,Acceleration of the ball (pixel/s^2),8,-50.0
oneshot,7,Acceleration of the ball (pixel/s^2),9,375.0
oneshot,7,Acceleration of the ball (pixel/s^2),10,12.5
oneshot,7,Acceleration of the ball (pixel/s^2),11,82.5
oneshot,7,Acceleration of the ball (pixel/s^2),12,125.0
oneshot,7,Acceleration of the ball (pixel/s^2),13,-50.0
oneshot,7,Acceleration of the ball (pixel/s^2),14,50.0
oneshot,7,Acceleration of the ball (pixel/s^2),15,-50.0
oneshot,7,Acceleration of the ball (pixel/s^2),16,125.0
oneshot,7,Acceleration of the ball (pixel/s^2),17,50.0
oneshot,7,Acceleration of the ball (pixel/s^2),18,7.5
oneshot,7,Acceleration of the ball (pixel/s^2),19,-50.0
oneshot,7,Acceleration of the ball (pixel/s^2),20,125.0
oneshot,7,Acceleration of the ball (pixel/s^2),21,50.0
oneshot,7,Acceleration of the ball (pixel/s^2),22,500.0
oneshot,7,Acceleration of the ball (pixel/s^2),23,125.0
oneshot,7,Acceleration of the ball (pixel/s^2),24,250.0
oneshot,7,Acceleration of the ball (pixel/s^2),25,125.0
oneshot,7,Acceleration of the ball (pixel/s^2),26,50.0
oneshot,7,Acceleration of the ball (pixel/s^2),27,82.5
oneshot,7,Acceleration of the ball (pixel/s^2),28,140.0
oneshot,7,Acceleration of the ball (pixel/s^2),29,-117.5
oneshot,7,Acceleration of the ball (pixel/s^2),30,0.0
oneshot,7,Acceleration of the ball (pixel/s^2),31,125.0
oneshot,7,Acceleration of the ball (pixel/s^2),32,50.0
oneshot,7,Acceleration of the ball (pixel/s^2),33,125.0
oneshot,7,Acceleration of the ball (pixel/s^2),34,-100.0
oneshot,7,Acceleration of the ball (pixel/s^2),35,250.0
oneshot,7,Acceleration of the ball (pixel/s^2),36,125.0
oneshot,7,Acceleration of the ball (pixel/s^2),37,50.0
oneshot,7,Acceleration of the ball (pixel/s^2),38,25.0
oneshot,7,Acceleration of the ball (pixel/s^2),39,0.0
oneshot,7,Acceleration of the ball (pixel/s^2),40,75.0
oneshot,7,Acceleration of the ball (pixel/s^2),41,32.5
oneshot,7,Acceleration of the ball (pixel/s^2),42,125.0
oneshot,7,Acceleration of the ball (pixel/s^2),43,50.0
oneshot,7,Acceleration of the ball (pixel/s^2),44,12.5
oneshot,7,Acceleration of the ball (pixel/s^2),45,17.5
oneshot,7,Acceleration of the ball (pixel/s^2),46,250.0
oneshot,7,Acceleration of the ball (pixel/s^2),47,250.0
oneshot,7,Acceleration of the ball (pixel/s^2),48,250.0
oneshot,7,Acceleration of the ball (pixel/s^2),49,50.0
oneshot,7,Acceleration of the ball (pixel/s^2),50,50.0
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",1,1.63
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",2,0.51
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",3,0.05
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",4,0.15
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",5,0.127
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",6,0.16
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",7,0.5
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",8,0.25
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",9,0.51
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",10,0.15
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",11,0.31
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",12,0.3
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",13,0.016
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",14,0.254
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",15,0.025
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",16,0.5
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",17,0.5
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",18,0.05
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",19,0.51
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",20,0.64
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",21,0.5
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",22,0.3
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",23,0.025
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",24,0.5
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",25,0.3
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",26,0.51
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",27,0.152
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",28,0.152
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",29,0.037
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",30,0.98
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",31,0.5
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",32,0.5
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",33,0.125
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",34,0.31
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",35,0.147
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",36,0.5
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",37,0.3
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",38,0.1
oneshot,8,"Assuming acceleration is 9.8 m/s^2 in reality, what is the diameter of the ball in the real world (metres)",39,0.03
